,year_pair,location_code,Product,export,eci,pci,density,coi,cog,rca1,rca2,M_num_0_5,M_num_0_55,M_num_0_6,M_num_0_65,M_num_0_7,M_num_0_75,M_num_0_8,M_num_0_85,M_num_0_9,M_num_0_95,M_num_1,M_0_5,M_0_55,M_0_6,M_0_65,M_0_7,M_0_75,M_0_8,M_0_85,M_0_9,M_0_95,M_1
46,2004_2009,Centro,237112,16.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.3496604265850702,0.5343085387910519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
47,2004_2009,Centro,237113,1.0,1.3324160270586243,-1.3342136679021692,0.32551020408163256,-1.6836704675583043,-0.9684274880435239,0.8158743286984972,1.37425035697287,,,,,,,,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,Transition,Transition,Transition,Transition
48,2004_2009,Centro,237121,9.0,1.3324160270586243,-1.3342136679021692,0.32551020408163256,-1.6836704675583043,-0.9684274880435239,0.3146943839265632,0.4696805017502214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
49,2004_2009,Centro,237122,12.0,1.3324160270586243,-1.3342136679021692,0.32551020408163256,-1.6836704675583043,-0.9684274880435239,0.5994178741458346,0.687125178486435,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
50,2004_2009,Centro,237131,71.0,1.3324160270586243,-1.0617103850901077,0.3197158081705152,-1.6836704675583043,-0.9250165144457837,0.37212255248989273,0.41227510709186105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
51,2004_2009,Centro,237132,21.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.6268302769268941,0.7585861970490243,,,,,,,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
52,2004_2009,Centro,237133,3.0,1.3324160270586243,1.3273109217171475,0.6579939668174958,-1.6836704675583043,-0.0,1.468573791657295,1.649100428367444,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2004_2009,Centro,237211,1.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.1748302132925351,0.44398857686815807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
54,2004_2009,Centro,237212,264.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.5853011488489218,0.6455956347317603,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
55,2004_2009,Centro,237213,3.0,1.3324160270586243,1.3273109217171475,0.6579939668174958,-1.6836704675583043,-0.0,1.468573791657295,1.2368253212755829,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2004_2009,Centro,237311,6.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.863866936268997,0.8604002234960577,,,,,,,,,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped
57,2004_2009,Centro,237312,357.0,1.3324160270586243,-1.0617103850901077,0.3197158081705152,-1.6836704675583043,-0.9250165144457837,0.5912052814858528,0.530760894172043,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
58,2004_2009,Centro,237313,0.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.0,0.9187845243761473,,,,,,,,,,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped
59,2004_2009,Centro,237991,4.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.5439162191323315,0.4947301285102333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
60,2004_2009,Centro,237992,12.0,1.3324160270586243,-1.3342136679021692,0.32551020408163256,-1.6836704675583043,-0.9684274880435239,0.5340268333299254,0.39755099612429456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
61,2004_2009,Centro,237993,9.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.7596071336158422,0.7843282525162234,,,,,,,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
62,2004_2009,Centro,237994,4.0,1.3324160270586243,0.3248810801537122,0.32810615199035004,-1.6836704675583043,-0.16525276785894188,0.9790491944381966,1.4340003724934296,,,,,,,,,,,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transition
63,2004_2009,Centro,238110,25.0,1.3324160270586243,0.3248810801537122,0.32810615199035004,-1.6836704675583043,-0.16525276785894188,0.8382270500327025,0.8491636534130869,,,,,,,,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
64,2004_2009,Centro,238121,4.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.3626108127548876,0.6746319934230454,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
65,2004_2009,Centro,238122,17.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.4728362586775381,0.29683807710613996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
66,2004_2009,Centro,238130,41.0,1.3324160270586243,0.3248810801537122,0.32810615199035004,-1.6836704675583043,-0.16525276785894188,0.9557384993325253,0.7806192601493434,,,,,,,,,,,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Underdeveloped
67,2004_2009,Centro,238190,33.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.8502269320121181,1.099400285578296,,,,,,,,,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,Transition,Transition,Transition
68,2004_2009,Centro,238210,184.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.6792799840747668,0.7076680961937615,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
69,2004_2009,Centro,238221,441.0,1.3324160270586243,1.3273109217171475,0.6579939668174958,-1.6836704675583043,-0.0,1.623160506568589,1.7254727023041332,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2004_2009,Centro,238222,110.0,1.3324160270586243,-1.3342136679021692,0.32551020408163256,-1.6836704675583043,-0.9684274880435239,0.4161337379760495,0.39399690037350266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
71,2004_2009,Centro,238290,31.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.5927836919450018,0.8979690688713137,,,,,,,,,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped
72,2004_2009,Centro,238311,48.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.6830575775150209,0.7584306215369141,,,,,,,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
73,2004_2009,Centro,238312,24.0,1.3324160270586243,1.3273109217171475,0.6579939668174958,-1.6836704675583043,-0.0,1.0128095114877895,1.5073808603046168,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2004_2009,Centro,238320,31.0,1.3324160270586243,0.3248810801537122,0.32810615199035004,-1.6836704675583043,-0.16525276785894188,0.5792084928928262,0.668066231929877,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
